name,recclass,surclass,mass (g),fall,date,year,reclat,reclong
Queen Alexandra Range 93699,L5,L,103.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93525,L5,L,102,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93696,L5,L,99.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93707,L5,L,95.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93370,L5,L,92.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93286,L5,L,88.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93697,L5,L,88.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93285,L5,L,85.5,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93467,L5,L,79.8,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93720,L5,L,73.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93721,L5,L,70.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93369,L5,L,69.5,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93600,L5,L,68.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93461,L5,L,66.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93374,L5,L,62.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93565,L5,L,62.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93674,L5,L,55.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93423,L5,L,53.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93462,L5,L,52,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93368,L5,L,50.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93740,L5,L,50.1,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93371,L5,L,48.5,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93356,L5,L,48.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93730,L5,L,46.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93735,L5,L,46.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93405,L5,L,45.5,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93739,L5,L,45.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93450,L5,L,42.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93736,L5,L,41.1,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93463,L5,L,37.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93727,L5,L,36.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93276,L5,L,36.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93663,L5,L,36,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93373,L5,L,35.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93608,L5,L,34.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93665,L5,L,33.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93439,L5,L,30.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93732,L5,L,30.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93492,L5,L,29.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93597,L5,L,29.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93504,L5,L,27.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93279,L5,L,26.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93594,L5,L,24.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93593,L5,L,24.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93500,L5,L,24,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93448,L5,L,21.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93483,L5,L,21.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93299,L5,L,20.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93658,L5,L,20.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93660,L5,L,19.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93287,L5,L,19.5,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93651,L5,L,19.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93290,L5,L,18.1,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93447,L5,L,17.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93640,L5,L,17.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93611,L5,L,16.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93612,L5,L,16.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93295,L5,L,16.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93288,L5,L,15.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93656,L5,L,15.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93561,L5,L,14.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93507,L5,L,14.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93272,L5,L,14.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93678,L5,L,13.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93375,L5,L,13.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93610,L5,L,13,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93576,L5,L,12.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93440,L5,L,12.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93754,L5,L,12.5,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93725,L5,L,11.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93537,L5,L,11.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93563,L5,L,11.1,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93746,L5,L,10.8,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93553,L5,L,10.4,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93566,L5,L,10.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93637,L5,L,9.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93638,L5,L,9.9,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93508,L5,L,9.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93509,L5,L,9.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93598,L5,L,8.3,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93558,L5,L,8.2,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93590,L5,L,8.1,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93745,L5,L,7.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93595,L5,L,7.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93737,L5,L,7.6,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93661,L5,L,7.5,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93532,L5,L,7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93470,L5,L,6.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93574,L5,L,6.7,Found,1/1/1993,1993,-84,168
Queen Alexandra Range 93627,L5,L,6.6,Found,1/1/1993,1993,-84,168
