name,recclass,surclass,mass (g),fall,date,year,reclat,reclong
Allan Hills 84156,H5,H,27.8,Found,1/1/1984,1984,-76.69,159.36
Allan Hills 84239,H5,H,14.7,Found,1/1/1984,1984,-76.69,159.36
Allan Hills A79019,H6,H,12.1,Found,1/1/1979,1979,-76.69,159.36
Allan Hills A81253,H6,H,10.2,Found,1/1/1981,1981,-76.69,159.36
Allan Hills A81204,H6,H,7.3,Found,1/1/1981,1981,-76.69,159.36
Allan Hills A81055,H6,H,4.6,Found,1/1/1981,1981,-76.69,159.36
Allan Hills 84180,H6,H,47.4,Found,1/1/1984,1984,-76.69,159.36
Allan Hills A80131,H4,H,19.8,Found,1/1/1980,1980,-76.69,159.37
Allan Hills A79042,H5,H,11.5,Found,1/1/1979,1979,-76.69,159.37
Allan Hills A80123,H5,H,27.8,Found,1/1/1980,1980,-76.69,159.37
Allan Hills A81314,H5,H,2.9,Found,1/1/1981,1981,-76.69,159.37
Allan Hills 83040,H5,H,77.9,Found,1/1/1983,1983,-76.69,159.37
Allan Hills A80130,H6,H,5.3,Found,1/1/1980,1980,-76.69,159.37
Allan Hills A81149,H4,H,8.8,Found,1/1/1981,1981,-76.69,159.38
Allan Hills A81064,H5,H,191,Found,1/1/1981,1981,-76.69,159.38
Allan Hills A81178,H5,H,29.9,Found,1/1/1981,1981,-76.69,159.38
Allan Hills A81171,H5,H,23.7,Found,1/1/1981,1981,-76.69,159.38
Allan Hills A81202,H5,H,5.4,Found,1/1/1981,1981,-76.69,159.38
Allan Hills A81138,H5,H,4.3,Found,1/1/1981,1981,-76.69,159.38
Allan Hills A81245,H5,H,3.8,Found,1/1/1981,1981,-76.69,159.38
Allan Hills A81158,H5,H,2.4,Found,1/1/1981,1981,-76.69,159.38
Allan Hills 83025,H5,H,77.8,Found,1/1/1983,1983,-76.69,159.38
Allan Hills 83030,H5,H,48.7,Found,1/1/1983,1983,-76.69,159.38
Allan Hills 88051,H5,H,19.3,Found,1/1/1988,1988,-76.69,159.38
Allan Hills A81210,H6,H,0.6,Found,1/1/1981,1981,-76.69,159.38
Allan Hills 84176,H6,H,4.6,Found,1/1/1984,1984,-76.69,159.38
Allan Hills A81177,H4,H,17.3,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81092,H4,H,15.6,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81157,H4,H,11.8,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81147,H4,H,1.7,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81130,H5,H,29.9,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81133,H5,H,20.7,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81080,H5,H,16.7,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81084,H5,H,15.7,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81091,H5,H,12.2,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81227,H5,H,11.3,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81089,H5,H,11.2,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81090,H5,H,9.5,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81135,H5,H,9.5,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81228,H5,H,7.7,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81083,H5,H,6.6,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81277,H5,H,6.6,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81082,H5,H,5.9,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81081,H5,H,5,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81155,H5,H,4.5,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81077,H5,H,4.2,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81302,H5,H,4.2,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81088,H5,H,3.8,Found,1/1/1981,1981,-76.69,159.39
Allan Hills 83057,H5,H,62.9,Found,1/1/1983,1983,-76.69,159.39
Allan Hills 83031,H5,H,10.4,Found,1/1/1983,1983,-76.69,159.39
Allan Hills 83049,H5,H,6.1,Found,1/1/1983,1983,-76.69,159.39
Allan Hills 84248,H5,H,4.9,Found,1/1/1984,1984,-76.69,159.39
Allan Hills 88091,H5,H,9.36,Found,1/1/1988,1988,-76.69,159.39
Allan Hills 88064,H5/6,H,13.2,Found,1/1/1988,1988,-76.69,159.39
Allan Hills A81288,H6,H,19.8,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81250,H6,H,16.9,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81193,H6,H,13.4,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81137,H6,H,9.4,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81079,H6,H,7.5,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81078,H6,H,5.9,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81086,H6,H,5.7,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81291,H6,H,3.9,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81310,H6,H,0.7,Found,1/1/1981,1981,-76.69,159.39
Allan Hills A81317,H6,H,0.4,Found,1/1/1981,1981,-76.69,159.39
Allan Hills 83050,H6,H,9.7,Found,1/1/1983,1983,-76.69,159.39
Allan Hills 84224,H6,H,7.2,Found,1/1/1984,1984,-76.69,159.39
Allan Hills 88148,H5,H,2.4,Found,1/1/1988,1988,-76.69,159.41
Allan Hills A81174,H5,H,33.3,Found,1/1/1981,1981,-76.68,159.25
Allan Hills A81105,H4,H,92.7,Found,1/1/1981,1981,-76.68,159.26
Allan Hills 88017,H4,H,70.4,Found,1/1/1988,1988,-76.68,159.26
Allan Hills A81024,H3.6,H,797.7,Found,1/1/1981,1981,-76.68,159.27
Allan Hills A81182,H5,H,4.6,Found,1/1/1981,1981,-76.68,159.27
Allan Hills A81305,H5,H,1.1,Found,1/1/1981,1981,-76.68,159.27
Allan Hills A81112,H6,H,150.3,Found,1/1/1981,1981,-76.68,159.27
Allan Hills A81212,H4,H,11.5,Found,1/1/1981,1981,-76.68,159.28
Allan Hills A81219,H5,H,24.4,Found,1/1/1981,1981,-76.68,159.3
Allan Hills 84226,H5,H,27.6,Found,1/1/1984,1984,-76.68,159.3
Allan Hills 88036,H3.4,H,26.4,Found,1/1/1988,1988,-76.68,159.31
Allan Hills 84213,H5,H,6.7,Found,1/1/1984,1984,-76.68,159.31
Allan Hills A81268,H6,H,17.9,Found,1/1/1981,1981,-76.68,159.31
Allan Hills A79020,H6,H,4.2,Found,1/1/1979,1979,-76.68,159.32
Allan Hills A81200,H4,H,9.5,Found,1/1/1981,1981,-76.68,159.33
Allan Hills 88124,H5,H,5.39,Found,1/1/1988,1988,-76.68,159.33
Allan Hills A81109,H4,H,1.1,Found,1/1/1981,1981,-76.68,159.34
Allan Hills 85153,H4,H,0.4,Found,1/1/1985,1985,-76.68,159.34
Allan Hills A81143,H5,H,12.5,Found,1/1/1981,1981,-76.68,159.34
Allan Hills A81284,H5,H,9.9,Found,1/1/1981,1981,-76.68,159.34
Allan Hills A81169,H5,H,5.6,Found,1/1/1981,1981,-76.68,159.34
Allan Hills A81070,H5,H,3.7,Found,1/1/1981,1981,-76.68,159.34
Allan Hills A81071,H5,H,2.5,Found,1/1/1981,1981,-76.68,159.34
Allan Hills A81293,H5,H,2,Found,1/1/1981,1981,-76.68,159.34
Allan Hills 84183,H5,H,27.8,Found,1/1/1984,1984,-76.68,159.34
Allan Hills 84196,H5,H,10.2,Found,1/1/1984,1984,-76.68,159.34
Allan Hills 84192,H5,H,4.2,Found,1/1/1984,1984,-76.68,159.34
Allan Hills 85067,H5,H,1.3,Found,1/1/1985,1985,-76.68,159.34
Allan Hills 85088,H5,H,0.4,Found,1/1/1985,1985,-76.68,159.34
Allan Hills A81303,H6,H,3.7,Found,1/1/1981,1981,-76.68,159.34
Allan Hills 84215,H6,H,9.2,Found,1/1/1984,1984,-76.68,159.34
Allan Hills A81199,H4,H,16,Found,1/1/1981,1981,-76.68,159.35
Allan Hills A81206,H4,H,3.8,Found,1/1/1981,1981,-76.68,159.35
Allan Hills A81297,H5,H,20.1,Found,1/1/1981,1981,-76.68,159.35
Allan Hills A81168,H5,H,8.2,Found,1/1/1981,1981,-76.68,159.35
Allan Hills A81218,H5,H,5.5,Found,1/1/1981,1981,-76.68,159.35
Allan Hills A81220,H5,H,3.5,Found,1/1/1981,1981,-76.68,159.35
Allan Hills A81226,H5,H,2.9,Found,1/1/1981,1981,-76.68,159.35
Allan Hills 84228,H5,H,9.8,Found,1/1/1984,1984,-76.68,159.35
Allan Hills 85068,H5,H,3.6,Found,1/1/1985,1985,-76.68,159.35
Allan Hills 88061,H5/6,H,13.9,Found,1/1/1988,1988,-76.68,159.35
Allan Hills A81154,H6,H,1.1,Found,1/1/1981,1981,-76.68,159.35
Allan Hills A81056,H4,H,1.4,Found,1/1/1981,1981,-76.68,159.36
Allan Hills A81309,H4,H,0.6,Found,1/1/1981,1981,-76.68,159.36
Allan Hills A81125,H5,H,10.2,Found,1/1/1981,1981,-76.68,159.36
Allan Hills A81110,H5,H,3,Found,1/1/1981,1981,-76.68,159.36
Allan Hills A81141,H5,H,1.5,Found,1/1/1981,1981,-76.68,159.36
Allan Hills A81248,H6,H,4.9,Found,1/1/1981,1981,-76.68,159.36
Allan Hills A81054,H6,H,2.2,Found,1/1/1981,1981,-76.68,159.36
Allan Hills A81115,H5,H,154.9,Found,1/1/1981,1981,-76.67,159.26
Allan Hills A81281,H5,H,45.6,Found,1/1/1981,1981,-76.67,159.28
Allan Hills A81256,H5,H,28.5,Found,1/1/1981,1981,-76.67,159.28
Allan Hills A81239,H5,H,31.6,Found,1/1/1981,1981,-76.67,159.29
Allan Hills A81183,H5,H,104.2,Found,1/1/1981,1981,-76.67,159.3
Allan Hills A81192,H5,H,8.9,Found,1/1/1981,1981,-76.67,159.32
Allan Hills 84222,H5,H,9.9,Found,1/1/1984,1984,-76.67,159.33
Allan Hills A81142,H4,H,1.2,Found,1/1/1981,1981,-76.66,159.32
Allan Hills A81118,H5,H,84.7,Found,1/1/1981,1981,-76.66,159.32
Allan Hills A81188,H5,H,8.7,Found,1/1/1981,1981,-76.66,159.32
Allan Hills A81063,H5,H,4.9,Found,1/1/1981,1981,-76.66,159.32
Allan Hills A81216,H5,H,2.4,Found,1/1/1981,1981,-76.66,159.32
Allan Hills A81062,H5,H,0.5,Found,1/1/1981,1981,-76.66,159.32
Allan Hills A81196,H6,H,9.4,Found,1/1/1981,1981,-76.66,159.32
Allan Hills 84225,H5,H,8.7,Found,1/1/1984,1984,-76.66,159.33
Allan Hills A81096,H6,H,83,Found,1/1/1981,1981,-76.66,159.33
Allan Hills 84186,H6,H,19.6,Found,1/1/1984,1984,-76.66,159.33
Allan Hills A81165,H5,H,6.3,Found,1/1/1981,1981,-76.66,159.34
Allan Hills A81270,H5,H,3.8,Found,1/1/1981,1981,-76.66,159.34
Allan Hills A81233,H5,H,25,Found,1/1/1981,1981,-76.66,159.35
Elephant Moraine 83263,H6,H,10.2,Found,1/1/1983,1983,-76.34,157.11
Elephant Moraine 83221,H4-6,H,313.9,Found,1/1/1983,1983,-76.33,157.18
Elephant Moraine 83362,H6,H,10.1,Found,1/1/1983,1983,-76.33,157.19
Elephant Moraine 83400,H5,H,112.9,Found,1/1/1983,1983,-76.33,157.2
Elephant Moraine 83321,H6,H,11,Found,1/1/1983,1983,-76.33,157.2
Elephant Moraine 83338,H5,H,26.6,Found,1/1/1983,1983,-76.33,157.22
Elephant Moraine 83394,H6,H,54.3,Found,1/1/1983,1983,-76.33,157.22
Elephant Moraine 86802,H4,H,29.6,Found,1/1/1986,1986,-76.33,157.23
Elephant Moraine 83203,H5,H,545.6,Found,1/1/1983,1983,-76.33,157.23
Elephant Moraine 83402,H5,H,50.3,Found,1/1/1983,1983,-76.33,157.23
Elephant Moraine 83287,H5,H,46,Found,1/1/1983,1983,-76.33,157.23
Elephant Moraine 83248,H3.5,H,39.2,Found,1/1/1983,1983,-76.32,157.18
Elephant Moraine 83388,H5,H,34.7,Found,1/1/1983,1983,-76.32,157.19
Elephant Moraine 83373,H6,H,158.9,Found,1/1/1983,1983,-76.32,157.26
Elephant Moraine 83360,H6,H,40.1,Found,1/1/1983,1983,-76.32,157.26
Elephant Moraine 83270,H6,H,2.4,Found,1/1/1983,1983,-76.31,157.18
Elephant Moraine 84303,H5,H,57.5,Found,1/1/1984,1984,-76.31,157.19
Elephant Moraine 83292,H5,H,9.3,Found,1/1/1983,1983,-76.31,157.2
Elephant Moraine 83267,H3.6,H,27.7,Found,1/1/1983,1983,-76.31,157.31
Elephant Moraine 83351,H5,H,80.8,Found,1/1/1983,1983,-76.31,157.31
Elephant Moraine 83262,H5,H,23.9,Found,1/1/1983,1983,-76.31,157.31
Elephant Moraine 83200,H5,H,778.8,Found,1/1/1983,1983,-76.3,157.18
Elephant Moraine 83288,H6,H,37.7,Found,1/1/1983,1983,-76.3,157.22
Elephant Moraine 83215,H6,H,510.4,Found,1/1/1983,1983,-76.3,157.23
Elephant Moraine 83293,H5,H,18.6,Found,1/1/1983,1983,-76.3,157.24
Elephant Moraine 83320,H6,H,56.3,Found,1/1/1983,1983,-76.3,157.24
Elephant Moraine 83382,H6,H,11.6,Found,1/1/1983,1983,-76.3,157.24
Elephant Moraine 83369,H5,H,38.9,Found,1/1/1983,1983,-76.3,157.27
Elephant Moraine 83403,H5,H,11.7,Found,1/1/1983,1983,-76.3,157.27
Elephant Moraine 83299,H6,H,6.3,Found,1/1/1983,1983,-76.3,157.27
Elephant Moraine 83282,H5,H,78.9,Found,1/1/1983,1983,-76.3,157.28
Elephant Moraine 83349,H5,H,27.5,Found,1/1/1983,1983,-76.3,157.28
Elephant Moraine 83201,H6,H,1059.8,Found,1/1/1983,1983,-76.3,157.29
Elephant Moraine 83374,H6,H,95.8,Found,1/1/1983,1983,-76.3,157.29
Elephant Moraine 83303,H5,H,11.8,Found,1/1/1983,1983,-76.3,157.31
Elephant Moraine 82603,H5,H,8210,Found,1/1/1982,1982,-76.3,157.33
Elephant Moraine 83256,H5,H,5,Found,1/1/1983,1983,-76.3,157.33
Elephant Moraine 90372,H5,H,158.8,Found,1/1/1990,1990,-76.29,156.36
Elephant Moraine 90732,H5,H,7.9,Found,1/1/1990,1990,-76.29,156.39
Elephant Moraine 90707,H5,H,35.5,Found,1/1/1990,1990,-76.29,156.41
Elephant Moraine 90097,H6,H,18.6,Found,1/1/1990,1990,-76.29,156.42
Elephant Moraine 90755,H5,H,21.4,Found,1/1/1990,1990,-76.29,156.45
Elephant Moraine 90258,H6,H,10.5,Found,1/1/1990,1990,-76.29,156.45
Elephant Moraine 90512,H5,H,18.7,Found,1/1/1990,1990,-76.29,156.46
Elephant Moraine 90456,H5,H,51,Found,1/1/1990,1990,-76.29,156.47
Elephant Moraine 87576,H5,H,327.5,Found,1/1/1987,1987,-76.29,157.18
Elephant Moraine 82602,H4,H,1824.1,Found,1/1/1982,1982,-76.29,157.21
Elephant Moraine 83377,H5,H,151.7,Found,1/1/1983,1983,-76.29,157.21
Elephant Moraine 83367,H6,H,107.4,Found,1/1/1983,1983,-76.29,157.21
Elephant Moraine A79007,H5,H,199.9,Found,1/1/1979,1979,-76.29,157.22
Elephant Moraine 83305,H5,H,167,Found,1/1/1983,1983,-76.29,157.23
Elephant Moraine 83393,H6,H,30,Found,1/1/1983,1983,-76.29,157.23
Elephant Moraine 83310,H6,H,64.2,Found,1/1/1983,1983,-76.29,157.24
Elephant Moraine 83281,H6,H,51,Found,1/1/1983,1983,-76.29,157.24
Elephant Moraine 83397,H6,H,32.1,Found,1/1/1983,1983,-76.29,157.25
Elephant Moraine 83223,H5,H,218.6,Found,1/1/1983,1983,-76.29,157.27
Elephant Moraine 83324,H5,H,142.8,Found,1/1/1983,1983,-76.29,157.29
Elephant Moraine 83295,H6,H,27.9,Found,1/1/1983,1983,-76.29,157.31
Elephant Moraine 83346,H5,H,21.5,Found,1/1/1983,1983,-76.29,157.32
Elephant Moraine 90388,H5,H,58.1,Found,1/1/1990,1990,-76.28,156.38
Elephant Moraine 90405,H6,H,3.8,Found,1/1/1990,1990,-76.28,156.38
Elephant Moraine 90721,H5,H,19.9,Found,1/1/1990,1990,-76.28,156.4
Elephant Moraine 90104,H5,H,1.3,Found,1/1/1990,1990,-76.28,156.41
Elephant Moraine 90011,H6,H,305.1,Found,1/1/1990,1990,-76.28,156.41
Elephant Moraine 90273,H5,H,8.6,Found,1/1/1990,1990,-76.28,156.43
Elephant Moraine 87666,H4,H,4.2,Found,1/1/1987,1987,-76.28,156.44
Elephant Moraine 90229,H5,H,245.5,Found,1/1/1990,1990,-76.28,156.44
Elephant Moraine 90959,H5,H,20.6,Found,1/1/1990,1990,-76.28,156.44
Elephant Moraine 87743,H5,H,53.6,Found,1/1/1987,1987,-76.28,156.45
Elephant Moraine 87739,H6,H,8.4,Found,1/1/1987,1987,-76.28,156.45
Elephant Moraine 90106,H5,H,3,Found,1/1/1990,1990,-76.28,156.46
Elephant Moraine 87815,H6,H,24.2,Found,1/1/1987,1987,-76.28,156.46
Elephant Moraine 90547,H6,H,4.1,Found,1/1/1990,1990,-76.28,156.46
Elephant Moraine 90328,H5,H,35.1,Found,1/1/1990,1990,-76.28,156.48
Elephant Moraine 90313,H5,H,27.5,Found,1/1/1990,1990,-76.28,156.48
Elephant Moraine 90990,H5,H,16.1,Found,1/1/1990,1990,-76.28,156.48
Elephant Moraine 90896,H5,H,13.9,Found,1/1/1990,1990,-76.28,156.5
Elephant Moraine 90166,H6,H,104.2,Found,1/1/1990,1990,-76.28,156.5
Elephant Moraine 90165,H5,H,103.6,Found,1/1/1990,1990,-76.28,156.51
Elephant Moraine 90215,H5,H,25,Found,1/1/1990,1990,-76.28,156.53
Elephant Moraine 87838,H5,H,13.3,Found,1/1/1987,1987,-76.28,157.16
Elephant Moraine 83326,H5,H,112.6,Found,1/1/1983,1983,-76.28,157.21
Elephant Moraine 83275,H6,H,85.8,Found,1/1/1983,1983,-76.28,157.22
Elephant Moraine 83347,H5,H,37.2,Found,1/1/1983,1983,-76.28,157.23
Elephant Moraine 87840,H5,H,81.7,Found,1/1/1987,1987,-76.28,157.23
Elephant Moraine 83300,H5,H,115.1,Found,1/1/1983,1983,-76.28,157.24
Elephant Moraine 83278,H5,H,71.9,Found,1/1/1983,1983,-76.28,157.24
Elephant Moraine 83331,H5,H,0.3,Found,1/1/1983,1983,-76.28,157.24
Elephant Moraine 87664,H6,H,48.2,Found,1/1/1987,1987,-76.28,157.24
Elephant Moraine 83285,H5,H,3.2,Found,1/1/1983,1983,-76.28,157.25
Elephant Moraine 84306,H6,H,3.5,Found,1/1/1984,1984,-76.28,157.25
Elephant Moraine 90469,H5,H,48.5,Found,1/1/1990,1990,-76.27,156.42
Elephant Moraine 90616,H5,H,26.1,Found,1/1/1990,1990,-76.27,156.42
Elephant Moraine 90601,H6,H,14.4,Found,1/1/1990,1990,-76.27,156.42
Elephant Moraine 90653,H5,H,8.9,Found,1/1/1990,1990,-76.27,156.43
Elephant Moraine 90666,H6,H,10.2,Found,1/1/1990,1990,-76.27,156.43
Elephant Moraine 90412,H6,H,5.9,Found,1/1/1990,1990,-76.27,156.43
Elephant Moraine 90433,H6,H,3.9,Found,1/1/1990,1990,-76.27,156.43
Elephant Moraine 90968,H5,H,4.8,Found,1/1/1990,1990,-76.27,156.44
Elephant Moraine 90942,H5,H,3.1,Found,1/1/1990,1990,-76.27,156.44
Elephant Moraine 90718,H5,H,2.8,Found,1/1/1990,1990,-76.27,156.45
Elephant Moraine 87798,H5,H,35.7,Found,1/1/1987,1987,-76.27,156.46
Elephant Moraine 87609,H5,H,19.6,Found,1/1/1987,1987,-76.27,156.46
Elephant Moraine 87636,H5,H,17.4,Found,1/1/1987,1987,-76.27,156.46
Elephant Moraine 87731,H5,H,8.3,Found,1/1/1987,1987,-76.27,156.46
Elephant Moraine 90304,H5,H,16.4,Found,1/1/1990,1990,-76.27,156.46
Elephant Moraine 87654,H6,H,5.2,Found,1/1/1987,1987,-76.27,156.46
Elephant Moraine 90303,H6,H,8,Found,1/1/1990,1990,-76.27,156.46
Elephant Moraine 87674,H5,H,3.9,Found,1/1/1987,1987,-76.27,156.47
Elephant Moraine 90069,H5,H,21.1,Found,1/1/1990,1990,-76.27,156.47
Elephant Moraine 87820,H6,H,221.4,Found,1/1/1987,1987,-76.27,156.47
Elephant Moraine 87608,H6,H,39.4,Found,1/1/1987,1987,-76.27,156.47
Elephant Moraine 87693,H6,H,11.3,Found,1/1/1987,1987,-76.27,156.47
Elephant Moraine 87658,H6,H,8.4,Found,1/1/1987,1987,-76.27,156.47
Elephant Moraine 90330,H6,H,6.5,Found,1/1/1990,1990,-76.27,156.47
Elephant Moraine 87754,H5,H,34.4,Found,1/1/1987,1987,-76.27,156.49
Elephant Moraine 87832,H5,H,12.6,Found,1/1/1987,1987,-76.27,156.49
Elephant Moraine 87672,H6,H,126.3,Found,1/1/1987,1987,-76.27,156.49
Elephant Moraine 87719,H6,H,65.7,Found,1/1/1987,1987,-76.27,156.49
Elephant Moraine 90264,H6,H,2.8,Found,1/1/1990,1990,-76.27,156.49
Elephant Moraine 87577,H5,H,147.9,Found,1/1/1987,1987,-76.27,156.5
Elephant Moraine 90178,H5,H,280.4,Found,1/1/1990,1990,-76.27,156.5
Elephant Moraine 90212,H5,H,11.5,Found,1/1/1990,1990,-76.27,156.5
Elephant Moraine 90151,H6,H,17.9,Found,1/1/1990,1990,-76.27,156.5
Elephant Moraine 90179,H5,H,21.6,Found,1/1/1990,1990,-76.27,156.51
Elephant Moraine 90238,H6,H,150.1,Found,1/1/1990,1990,-76.27,156.54
Elephant Moraine 90502,H6,H,150,Found,1/1/1990,1990,-76.27,156.54
Elephant Moraine 90246,H6,H,362.9,Found,1/1/1990,1990,-76.27,156.55
Elephant Moraine 87565,H6,H,343.7,Found,1/1/1987,1987,-76.27,157.06
Elephant Moraine 87537,H5,H,3702,Found,1/1/1987,1987,-76.27,157.15
Elephant Moraine 83211,H4,H,542.7,Found,1/1/1983,1983,-76.27,157.16
Elephant Moraine 83207,H4,H,1238.3,Found,1/1/1983,1983,-76.27,157.17
Elephant Moraine 83372,H5,H,168.9,Found,1/1/1983,1983,-76.27,157.18
Elephant Moraine 83208,H5,H,263,Found,1/1/1983,1983,-76.27,157.2
Elephant Moraine 83385,H6,H,3.9,Found,1/1/1983,1983,-76.27,157.2
Reckling Peak A78002,H4,H,8483,Found,1/1/1978,1978,-76.27,159.25
Reckling Peak A78004,H4,H,166.9,Found,1/1/1978,1978,-76.27,159.25
Reckling Peak A78005,H5,H,28.7,Found,1/1/1978,1978,-76.27,159.25
Reckling Peak A79004,H5,H,370.9,Found,1/1/1979,1979,-76.27,159.25
Reckling Peak A79014,H5,H,77.7,Found,1/1/1979,1979,-76.27,159.25
Reckling Peak A79012,H6,H,12.8,Found,1/1/1979,1979,-76.27,159.25
Elephant Moraine 90237,H5,H,157.2,Found,1/1/1990,1990,-76.26,156.54
Elephant Moraine 90253,H5,H,6.5,Found,1/1/1990,1990,-76.26,156.56
Elephant Moraine 87740,H5,H,39,Found,1/1/1987,1987,-76.26,157.1
Elephant Moraine 87792,H6,H,36.4,Found,1/1/1987,1987,-76.26,157.15
Reckling Peak 92418,H5,H,9,Found,1/1/1992,1992,-76.25,157.91
Reckling Peak A80240,H5,H,61.4,Found,1/1/1980,1980,-76.25,158.21
Reckling Peak A80251,H5,H,29.1,Found,1/1/1980,1980,-76.25,158.24
Reckling Peak 92437,H6,H,2.9,Found,1/1/1992,1992,-76.24,158.09
Reckling Peak 92440,H6,H,2.2,Found,1/1/1992,1992,-76.24,158.15
Reckling Peak A80213,H6,H,19.1,Found,1/1/1980,1980,-76.24,158.24
Reckling Peak 92415,H6,H,18.6,Found,1/1/1992,1992,-76.24,158.25
Reckling Peak A80218,H5,H,6.7,Found,1/1/1980,1980,-76.24,158.26
Reckling Peak A80245,H5,H,36.7,Found,1/1/1980,1980,-76.24,158.27
Reckling Peak A80266,H6,H,9.8,Found,1/1/1980,1980,-76.24,158.29
Reckling Peak A80221,H6,H,51.9,Found,1/1/1980,1980,-76.24,158.33
Reckling Peak A79009,H6,H,54.7,Found,1/1/1979,1979,-76.24,158.6
Reckling Peak 86703,H6,H,196,Found,1/1/1986,1986,-76.24,158.64
Reckling Peak 86701,H6,H,176.8,Found,1/1/1986,1986,-76.24,158.64
Reckling Peak 86705,H5,H,68.5,Found,1/1/1986,1986,-76.24,158.67
Reckling Peak 92434,H4,H,37.5,Found,1/1/1992,1992,-76.23,158.1
Reckling Peak 92406,H6,H,592.7,Found,1/1/1992,1992,-76.23,158.1
Reckling Peak A80231,H6,H,238.1,Found,1/1/1980,1980,-76.23,158.26
Reckling Peak A80249,H5,H,9.7,Found,1/1/1980,1980,-76.23,158.27
Reckling Peak 92411,H5,H,21.3,Found,1/1/1992,1992,-76.23,158.33
Reckling Peak 92420,H5,H,6.6,Found,1/1/1992,1992,-76.23,158.38
Reckling Peak A80201,H6,H,813,Found,1/1/1980,1980,-76.23,158.44
Reckling Peak A80257,H5,H,8.5,Found,1/1/1980,1980,-76.22,158.35
Reckling Peak A80250,H5,H,3.9,Found,1/1/1980,1980,-76.22,158.35
Reckling Peak A80254,H6,H,68.5,Found,1/1/1980,1980,-76.22,158.35
Reckling Peak A80260,H5,H,7.5,Found,1/1/1980,1980,-76.22,158.38
Reckling Peak 92422,H5,H,12.9,Found,1/1/1992,1992,-76.22,158.38
Reckling Peak 92430,H5,H,12.7,Found,1/1/1992,1992,-76.22,158.38
Reckling Peak 92424,H5,H,6.5,Found,1/1/1992,1992,-76.22,158.38
Reckling Peak A80244,H5,H,14.2,Found,1/1/1980,1980,-76.22,158.4
Reckling Peak A80206,H6,H,46.6,Found,1/1/1980,1980,-76.22,158.4
Reckling Peak A80237,H4,H,22.2,Found,1/1/1980,1980,-76.22,158.43
Reckling Peak A80210,H5,H,10.6,Found,1/1/1980,1980,-76.22,158.54
Reckling Peak A80223,H5,H,25.1,Found,1/1/1980,1980,-76.22,158.57
Reckling Peak A80227,H5,H,7.7,Found,1/1/1980,1980,-76.22,158.62
Reckling Peak A80233,H5,H,413.5,Found,1/1/1980,1980,-76.22,158.68
Reckling Peak A80220,H5,H,124.5,Found,1/1/1980,1980,-76.22,158.68
Reckling Peak A80207,H3.2-3.7,H,17.7,Found,1/1/1980,1980,-76.21,158.42
Reckling Peak A79003,H6,H,182.2,Found,1/1/1979,1979,-76.21,158.43
Reckling Peak A80265,H6,H,7.8,Found,1/1/1980,1980,-76.21,158.43
Reckling Peak A80211,H6,H,2.1,Found,1/1/1980,1980,-76.21,158.45
Reckling Peak A80243,H5,H,3.4,Found,1/1/1980,1980,-76.21,158.47
Reckling Peak A80208,H6,H,10.2,Found,1/1/1980,1980,-76.21,158.47
Reckling Peak A80232,H4,H,80.1,Found,1/1/1980,1980,-76.21,158.48
Reckling Peak A80247,H5,H,1.1,Found,1/1/1980,1980,-76.21,158.48
Reckling Peak A80262,H6,H,32.1,Found,1/1/1980,1980,-76.21,158.48
Reckling Peak A80255,H6,H,6.7,Found,1/1/1980,1980,-76.21,158.48
Reckling Peak A80214,H6,H,4.9,Found,1/1/1980,1980,-76.21,158.48
Reckling Peak A80205,H3.8,H,53.8,Found,1/1/1980,1980,-76.21,158.49
Reckling Peak A80203,H6,H,3.8,Found,1/1/1980,1980,-76.21,158.49
Reckling Peak A80217,H5,H,7.8,Found,1/1/1980,1980,-76.21,158.5
Reckling Peak A80267,H4,H,24.2,Found,1/1/1980,1980,-76.21,158.51
